Speaker	Utterance	Emotion	Sentiment
Phoebe	Oh this, well I’m glad you asked.	joy	positive
Phoebe	Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?	disgust	negative
Phoebe	Ahh!	neutral	neutral
Phoebe	Now, I know what you’re thinking	neutral	neutral
Chandler	Pregnant Woman Slays Four?	fear	negative
Phoebe	No-no, I know that, but I just have to make enough money for the second part of my plan.	neutral	neutral
Chandler	What’s the second part of your plan?	neutral	neutral

Phoebe	Ooh, good, you’re hear! Okay.	joy	positive
Monica	Hey!	joy	positive
Phoebe	Hi!	joy	positive
Phoebe	Oh this, well I’m glad you asked.	joy	positive
Phoebe	Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?	disgust	negative
Phoebe	Ahh!	neutral	neutral
Phoebe	Now, I know what you’re thinking	neutral	neutral
Monica	Phoebe, they didn’t make you pay for those knives, did they?	surprise	negative
Phoebe	No!	joy	positive

Phoebe	Hi!	joy	positive
Rachel	Well, what-what ‘cha got there?	joy	positive
Phoebe	Oh this, well I’m glad you asked.	joy	positive
Phoebe	Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?	disgust	negative
Phoebe	Ahh!	neutral	neutral
Phoebe	Now, I know what you’re thinking	neutral	neutral
Phoebe	No!	joy	positive
Rachel	Honey, you’re not gonna make enough money to help Frank and Alice just by selling knives.	neutral	neutral
Phoebe	No-no, I know that, but I just have to make enough money for the second part of my plan.	neutral	neutral

Chandler	Hi!	joy	positive
Chandler	Listen, can we watch cartoons on your television?	neutral	neutral
Chandler	We need a porn break.	neutral	neutral
Chandler	We spent the last two hours watching In & Out & In, Again.	neutral	neutral
Chandler	Pregnant Woman Slays Four?	fear	negative
Monica	Phoebe, they didn’t make you pay for those knives, did they?	surprise	negative

Ross	Yes that’s right.	neutral	neutral
The Instructor	Why?	surprise	negative
Ross	I tired attacking two women, did not work.	neutral	neutral
The Instructor	What?!	surprise	negative
Ross	No, I mean it’s okay, I mean, they’re-they’re my friends.	neutral	neutral
Ross	In fact, I-I-I was married to one of them.	anger	negative
The Instructor	Let me get this straight man, you attacked your ex-wife?!	anger	negative
Ross	Oh, no!	surprise	positive
Ross	No-no!	surprise	positive
Ross	No, I tired!	surprise	negative
Ross	But I couldn’t.	neutral	neutral
Ross	That’s why I’m here.	anger	negative
Ross	Maybe we could attack them together?	neutral	neutral
Ross	That-that’s a no.	neutral	neutral

Ross	What? No! No, I’m not stopping. I’m Red Ross!	sadness	negative
Joey	Dude, if you go back out there, you’re gonna be Dead Ross!	anger	negative
Ross	I don’t care! I am not quitting! I insist on finishing this game!	anger	negative
Ross	I’m gonna go get him! Okay, I am going back in!	joy	positive
Joey	The Red Ross! Okay.	joy	positive

Ross	I don’t care! I am not quitting! I insist on finishing this game!	anger	negative
Emily	All right, all right, if you insist on doing this, at least let me help you.	anger	negative
Ross	No, God no! That is no place for a woman. Those guys will grab anything.	neutral	neutral
Emily	No. That’s not what I’m saying. I just may know a few things that might help you inflict some pain.	neutral	neutral
Ross	I like that.	joy	positive
Emily	Yeah? Listen closely, Devon has got a weak ankle.	neutral	neutral
Ross	Huh?	neutral	neutral
Emily	One swift kick and he’ll back off.	neutral	neutral
Ross	All right, bad ankle, got it!	neutral	neutral
Emily	And that big bloke with the beard, he has got a trick hip.	neutral	neutral
Emily	Yeah.	neutral	neutral
Emily	And uh, and David over there, I heard he doesn’t wear a cup.	neutral	neutral
Ross	Yeah? I can use that, trick hip, no cup, okay! Okay!	joy	positive
Emily	And uh, Liam, Liam’s got bad knees. You hit him right and he’ll go down like a lamp.	neutral	neutral
Ross	But-but, Liam’s on my team.	joy	positive
Emily	I don’t care! You just get him!	anger	negative
Ross	I’m gonna go get him! Okay, I am going back in!	joy	positive

Rachel	Oh!  Oh by the way?	neutral	neutral
Phoebe	Uh-hmm.	neutral	neutral
Rachel	James Brolin?	neutral	neutral
Phoebe	Oh, I know. I could only think of two names, him and Ed Begley Jr. and then I remembered he’s gay.	neutral	neutral
Rachel	Ed Begley Jr. is not gay.	neutral	neutral
Phoebe	Really?!	surprise	positive

Rachel	Hello?	neutral	neutral
Russell	Hello, is Ross there?	neutral	neutral
Rachel	Uh no, he’s not. Can I take a message?	neutral	neutral
Russell	Yes, this Russell, Ross’s divorce lawyer, just tell him that since I haven’t heard from him, I assume he’s decided to give the marriage a try.	neutral	neutral
Rachel	Ross got married again—Nooooooo!!!!!!!!!	surprise	negative

Rachel	Oh-oh! Okay, she’s kicking!	joy	positive
Chandler	Oh!  She’s growing inside you.	neutral	neutral
Rachel	Whoa!!	surprise	positive
Chandler	Oh!	surprise	negative
Rachel	Wow that was a big one.	surprise	positive
Chandler	I think that’s the youngest girl ever to reject me.	joy	positive

Chandler	I think that’s the youngest girl ever to reject me.	joy	positive
Phoebe	Oh hey you guys!	joy	positive

Joey	Sure, I can hang out ‘til I have to meet ya.  What uh—How come you’re not going?	neutral	neutral
Chandler	I have a job interview I have to get ready for.	neutral	neutral
Joey	I thought you already have a job.	neutral	neutral
Chandler	And people say you don’t pay attention.	neutral	neutral
Chandler	No, this is a much better job.	neutral	neutral
Chandler	It’s vice-president of a company that does data reconfiguration and statistical factoring for other companies.	neutral	neutral
Joey	Wow! How do you know how to do that?!	surprise	positive
Chandler	That’s what I do now.	neutral	neutral

Chandler	And people say you don’t pay attention.	neutral	neutral
Chandler	No, this is a much better job.	neutral	neutral
Chandler	It’s vice-president of a company that does data reconfiguration and statistical factoring for other companies.	neutral	neutral
Chandler	That’s what I do now.	neutral	neutral
Monica	Hey Joey, come taste this.	neutral	neutral
Monica	No.	neutral	neutral
Monica	He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again.	neutral	neutral
Monica	Oh, I cannot wait to read the front page of the Post tomorrow!	joy	positive
Monica	"Restaurant reviewer admits: I was wrong about Monica."	joy	positive
Chandler	The front page? You really do live in your own little world, don’t ya?	sadness	negative

Monica	Hey Joey, come taste this.	neutral	neutral
Joey	What is it?	neutral	neutral
Monica	Remember that guy that gave me a bad review? Well…  I’m getting my revenge!	anger	negative
Joey	You cooked him?	surprise	negative
Monica	No.	neutral	neutral
Monica	He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again.	neutral	neutral
Monica	Oh, I cannot wait to read the front page of the Post tomorrow!	joy	positive
Monica	"Restaurant reviewer admits: I was wrong about Monica."	joy	positive

Joey	So, did you uh, find anyone to marry you guys yet?	neutral	neutral
Chandler	No, but Horny for Monica Minister called, wanting to know if we were still together.	disgust	negative
Joey	Well then let me do it!	joy	positive
Chandler	Joe	joy	positive
Joey	No-no-no!	neutral	neutral
Joey	Look, I’ve been thinking about it.	neutral	neutral
Joey	I’m an actor right?	neutral	neutral
Joey	So I won’t get nervous talking in front of people.	neutral	neutral
Joey	I won’t spit, and I won’t stare at Monica’s breasts!	anger	negative
Joey	Everyone knows I’m an ass man!	joy	positive
Joey	Yeah and the most important thing is that it won’t be some like, stranger up there who barely knows you.	joy	positive
Joey	It’ll be me!	joy	positive
Joey	And I swear I’ll do a really good job.	joy	positive
Joey	Plus, y’know I love you guys and-and it would really mean a lot to me.	joy	positive

Chandler	No, but Horny for Monica Minister called, wanting to know if we were still together.	disgust	negative
Monica	We’re never gonna find anybody.	sadness	negative

Monica	We’re never gonna find anybody.	sadness	negative
Joey	Well then let me do it!	joy	positive
Joey	No-no-no!	neutral	neutral
Joey	Look, I’ve been thinking about it.	neutral	neutral
Joey	I’m an actor right?	neutral	neutral
Joey	So I won’t get nervous talking in front of people.	neutral	neutral
Joey	I won’t spit, and I won’t stare at Monica’s breasts!	anger	negative
Joey	Everyone knows I’m an ass man!	joy	positive
Monica	That is true.	neutral	neutral
Joey	Yeah and the most important thing is that it won’t be some like, stranger up there who barely knows you.	joy	positive
Joey	It’ll be me!	joy	positive
Joey	And I swear I’ll do a really good job.	joy	positive
Joey	Plus, y’know I love you guys and-and it would really mean a lot to me.	joy	positive
Monica	It might be kinda cool.	joy	positive
Joey	So I can do it?	joy	positive

Joey	I still can’t believe they took away my key. You trust me with yours.	fear	negative
Phoebe	Of course I do! And I’m gonna give it back to you as soon as they’re done with it at the key shining place.	neutral	neutral
Joey	What the hell is that?	anger	negative
Joey	Whoa! Whoa! Whoa! Treeger, what are you doing?	surprise	negative

Joey	What the hell is that?	anger	negative
Joey	Whoa! Whoa! Whoa! Treeger, what are you doing?	surprise	negative
Mr. Treeger	You said there was a gas leak in here.	neutral	neutral
Mr. Treeger	Because by the time I find it on this thing , the whole place might have exploded.	neutral	neutral
Mr. Treeger	If that happens at another building that I manage, people are gonna start asking questions.	neutral	neutral
Mr. Treeger	Come on!	anger	negative
Mr. Treeger	Hurry up.	sadness	negative

Mr. Treeger	You said there was a gas leak in here.	neutral	neutral
Phoebe	Well why don’t you use your key?	neutral	neutral
Mr. Treeger	Because by the time I find it on this thing , the whole place might have exploded.	neutral	neutral
Mr. Treeger	If that happens at another building that I manage, people are gonna start asking questions.	neutral	neutral
Mr. Treeger	Come on!	anger	negative
Mr. Treeger	Hurry up.	sadness	negative
Phoebe	Oh! We could have done that.	neutral	neutral

Chandler	Luckily, the guy she settled for can’t hear what you’re talking about.	neutral	neutral
Phoebe	Oh, I’m so sorry.	sadness	negative
Phoebe	Um, and maybe I’m wrong!	sadness	negative
Phoebe	I but—y’know I’m gonna go out with him again, I’ll find out more.	neutral	neutral
Chandler	You believe that this guy is destined for someone else and you’re still gonna date him?	surprise	negative
Phoebe	Well, he may not be my soul mate, but a girl’s gotta eat.	neutral	neutral

Monica	Oh, but it’s made her so happy.	anger	negative
Ross	Little girl misses her cat.	neutral	neutral
Ross	Crazy lady thinks her mother is in a cat.	sadness	negative
Ross	Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her.	neutral	neutral

Ross	Little girl misses her cat.	neutral	neutral
Ross	Crazy lady thinks her mother is in a cat.	sadness	negative
Ross	Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her.	neutral	neutral
All	Yeah.	neutral	neutral
Ross	Thank you.	neutral	neutral

Ross	Little girl misses her cat.	neutral	neutral
Ross	Crazy lady thinks her mother is in a cat.	sadness	negative
Ross	Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her.	neutral	neutral
Ross	Thank you.	neutral	neutral
Rachel	I	neutral	neutral

Rachel	I	neutral	neutral
Monica	He is right, isn’t he?	joy	positive

Monica	He is right, isn’t he?	joy	positive
Chandler	Y'know what, I think this might be one of the times he’s wrong.	neutral	neutral

Chandler	Y'know what, I think this might be one of the times he’s wrong.	neutral	neutral
All	You think?	surprise	negative
Chandler	Oh-no, he’s right.	neutral	neutral

Joey	Seven hundred bucks!	joy	positive
Chandler	Alright, you did it! Do we have any fruit?	joy	positive
Joey	Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something.	joy	positive
Chandler	Really? So, you're gonna stick with this 'it's all for her' thing?	neutral	neutral
Joey	What, are you crazy? When a blind man gets his sight back, does he walk around like this?	disgust	negative

Phoebe	Oh.	neutral	neutral
Monica	Y'know those are a delicacy in India.	neutral	neutral

Phoebe	Me too.	neutral	neutral
Phoebe	Although this city is my home, so.	neutral	neutral
Phoebe	So that’s dumb what I said, don’t tell him I said that.	neutral	neutral
Phoebe	Umm, you make something up.	neutral	neutral
Phoebe	Nice,  thank you.	joy	positive
Phoebe	This is me.	neutral	neutral
Phoebe	Here.	neutral	neutral
Mischa	Your eyes are very pretty.	joy	positive
Phoebe	Thank you, very much! Oh!  Thank you!	joy	positive
Mischa	He would like to kiss you.	neutral	neutral
Phoebe	Okay, y'know what, you don’t have to do that now.	neutral	neutral
Phoebe	No-no-no-no!!	joy	positive
Phoebe	Not him, you don’t!	surprise	positive
Phoebe	Well the moment’s over.	neutral	neutral
Phoebe	Oh.	neutral	neutral
Mischa	Oy!	neutral	neutral

Chandler	Hey! Hold on a minute, hold on a second. Do you think these pearls are nice?	anger	negative
Joey	I’d really prefer a mountain bike.	neutral	neutral
Chandler	Janice’s birthday is coming up, I want to get her something speacial. Come in here with me.	neutral	neutral
Joey	Whoa, whoa, whoa, wait, whoa.	surprise	negative
Joey	Do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.	anger	negative
Chandler	That’s a good idea, ‘Dear Janice have a Hubba-Bubba birthday’. I would like to get her something serious.	disgust	negative
Joey	Oh, you want something serious.	neutral	neutral
Joey	Y'know what you should do, you should get her one of those um, barium enemas.	neutral	neutral
Joey	Those are dead serious.	neutral	neutral
Chandler	All right. Look, I’m gonna go in here, and you don’t buy me anything ever.	anger	negative
Joey	No, no, you can’t, you can’t, okay, you can’t, you can’t buy her pearls, you just can’t, you can’t, you can’t.	fear	negative
Chandler	Why not?!	surprise	negative
Joey	Oh God. Uh, okay, here’s the thing, this is the thing, okay, the thing is...	neutral	neutral
Chandler	What is the thing?	sadness	negative
Joey	Okay. I went down to the ‘Mattress King’ showroom and, and I saw Janice, kissing her ex-husband.	sadness	negative
Chandler	What?	surprise	negative
Joey	They were in his office.	neutral	neutral
Chandler	Well she, she wouldn’t do that, she’s with, she’s with me.	sadness	negative

Rachel	I’m telling you it’s like watching Bambi learn how to walk.	anger	negative
Ross	You’re drunk! Mom and dad are gonna be maaaaadd! Maybe I’m a little drunk.	surprise	positive

Ross	You’re drunk! Mom and dad are gonna be maaaaadd! Maybe I’m a little drunk.	surprise	positive
Joey	Hey! Are those crab cakes?  Did I not tell ya to come straight to me when more crab cakes were ready?	joy	positive

Joey	Hey! Are those crab cakes?  Did I not tell ya to come straight to me when more crab cakes were ready?	joy	positive
Chandler	How are you feeling?	neutral	neutral
Chandler	Now all you have to do is just get through a little bit more, okay?	neutral	neutral
Chandler	Then we can put you in bed, okay?	neutral	neutral
Chandler	Just smile and don’t talk to	neutral	neutral

Chandler	How are you feeling?	neutral	neutral
Monica	You are	neutral	neutral
Chandler	Now all you have to do is just get through a little bit more, okay?	neutral	neutral
Chandler	Then we can put you in bed, okay?	neutral	neutral
Chandler	Just smile and don’t talk to	neutral	neutral

Monica	You are	neutral	neutral
Ross	I really wish that you wouldn’t.	anger	negative

Ross	I really wish that you wouldn’t.	anger	negative
Chandler	Now all you have to do is just get through a little bit more, okay?	neutral	neutral
Chandler	Then we can put you in bed, okay?	neutral	neutral
Chandler	Just smile and don’t talk to	neutral	neutral

Chandler	Now all you have to do is just get through a little bit more, okay?	neutral	neutral
Chandler	Then we can put you in bed, okay?	neutral	neutral
Chandler	Just smile and don’t talk to	neutral	neutral
Phoebe	Speech! Speech! Let’s hear from the birthday girl! Huh?	joy	positive
Chandler	Pheebs!!	joy	positive
Phoebe	Don’t you see? Everyone’s looking at me! The plan’s working! I didn’t even have to take off my top yet!	joy	positive

Phoebe	Don’t you see? Everyone’s looking at me! The plan’s working! I didn’t even have to take off my top yet!	joy	positive
Mrs. Geller	Speech! Come on Monica!	joy	positive

Mrs. Geller	Speech! Come on Monica!	joy	positive
Ross	Come on!	joy	positive

Ross	Come on!	joy	positive
All	Come on! Speech!	joy	positive

All	Come on! Speech!	joy	positive
Mr. Geller	Hey Chandler, you can’t keep your hands off her for one second!	anger	negative

Mr. Geller	Hey Chandler, you can’t keep your hands off her for one second!	anger	negative
Mrs. Geller	Oh-ho, I think it’s nice.	joy	positive

Rachel	Well you have to because maybe it’s stupid.	neutral	neutral
Chandler	Well it’s just while Monica and I were dancing to them it was…the first time I knew that…you were the woman I wanted to dance all my dances with.	joy	positive

Chandler	Well it’s just while Monica and I were dancing to them it was…the first time I knew that…you were the woman I wanted to dance all my dances with.	joy	positive
Monica	Oh crap!	anger	negative

Monica	All right.	neutral	neutral
Monica	The super couldn’t figure out what it did.	neutral	neutral
Monica	A $200 an hour electrician couldn’t figure out what it did.	sadness	negative
Monica	I’ve had seven pretty serious shocks.	sadness	negative
Monica	I officially give up.	disgust	negative
Rachel	Thank God.	joy	positive
Monica	I guess Joey was right, it does nothing.	joy	positive

Monica	All right.	neutral	neutral
Monica	The super couldn’t figure out what it did.	neutral	neutral
Monica	A $200 an hour electrician couldn’t figure out what it did.	sadness	negative
Monica	I’ve had seven pretty serious shocks.	sadness	negative
Monica	I officially give up.	disgust	negative
Monica	I guess Joey was right, it does nothing.	joy	positive
Phoebe	See? I’m doing it. I am totally doing it.  I lost it.	anger	negative

Chandler	Are there no conscious men in the city for you two?	sadness	negative
Monica	He doesn't have anyone.	neutral	neutral

Monica	He doesn't have anyone.	neutral	neutral
Phoebe	Yeah, we-we feel kinda responsible.	anger	negative

Phoebe	Yeah, we-we feel kinda responsible.	anger	negative
Joey	I can't believe you said woowoo. I don't even say woowoo.	disgust	negative

Joey	I can't believe you said woowoo. I don't even say woowoo.	disgust	negative
Rachel	Oh, she's coming up! She's coming up!	joy	positive
Rachel	No way, forget it.	joy	positive
Joey	C'mon, she's your mom!	anger	negative
Rachel	Chandler, I gotta tell you, I love your mom's books!	joy	positive
Rachel	I love her books!	joy	positive
Rachel	I cannot get on a plane without one!	joy	positive
Rachel	I mean, this is so cool!	joy	positive

Rachel	Oh, she's coming up! She's coming up!	joy	positive
Jay Leno	Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing.	neutral	neutral
Jay Leno	You might wanna put the kids to bed for this one.	neutral	neutral
Rachel	Chandler, I gotta tell you, I love your mom's books!	joy	positive
Rachel	I love her books!	joy	positive
Rachel	I cannot get on a plane without one!	joy	positive
Rachel	I mean, this is so cool!	joy	positive

Jay Leno	Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing.	neutral	neutral
Jay Leno	You might wanna put the kids to bed for this one.	neutral	neutral
Chandler	Y'know, we don't have to watch this.	neutral	neutral

Chandler	Y'know, we don't have to watch this.	neutral	neutral
Rachel	No way, forget it.	joy	positive
Chandler	Exactly.	neutral	neutral
Rachel	Chandler, I gotta tell you, I love your mom's books!	joy	positive
Rachel	I love her books!	joy	positive
Rachel	I cannot get on a plane without one!	joy	positive
Rachel	I mean, this is so cool!	joy	positive
Chandler	Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'	disgust	negative

Joey	C'mon, she's your mom!	anger	negative
Chandler	Exactly.	neutral	neutral

Chandler	Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'	disgust	negative
Ross	C'mon, Chandler, I love your mom. I think she's a blast.	joy	positive

Joey	Thank you.	neutral	neutral
Rachel	And a nice hot cider for Monica.	neutral	neutral

Rachel	And a nice hot cider for Monica.	neutral	neutral
Monica	Aww, thank you.  Uh Rach?	neutral	neutral
Rachel	Yeah?	neutral	neutral
Monica	Why does my cinamon stick have an eraser?	surprise	negative
Rachel	Oh! That's why.  I'm sorry!	surprise	positive

Phoebe	Oh. Oh! Ma'am? Excuse me, ma'am?	neutral	neutral
Phoebe	You can't put your cigarette out on a tree!	anger	negative
The Smoking Woman	Yeah I can, it worked real well.	neutral	neutral
Phoebe	No but you shouldn't! Don't ever do that again.	anger	negative
The Smoking Woman	I won't!  Until I have my next cigarette.	anger	negative
Phoebe	Hold it!  N.Y.P.D! Freeze punk!	anger	negative
The Smoking Woman	What?!	surprise	negative
Phoebe	Yeah that's right you are so busted.  Book 'em.	anger	negative
The Smoking Woman	Who are you talking too?	surprise	negative
Phoebe	Save it Red! Unless you wanna spend the night in the slammer, you apologize to the tree.	disgust	negative
The Smoking Woman	I am	neutral	neutral
Phoebe	You apologize to the tree right now or I am calling for backup.   Backup! Backup!!	anger	negative
The Smoking Woman	I-I'm sorry! Sorry.	fear	negative
Phoebe	Okay, cancel backup! Cancel backup!	neutral	neutral

Phoebe	Shh! Get me out of here.	fear	negative
Rachel	Oh.	neutral	neutral

Rachel	Oh.	neutral	neutral
Joey	Ross!	surprise	positive

Joey	Ross!	surprise	positive
Ross	What?	neutral	neutral
Joey	Come here, check this out!	surprise	positive
Ross	What? Is it the comet?	neutral	neutral
Joey	No! No-no. Look, there’s a bug stuck in tar right here.	surprise	positive
Ross	Joey come—I can’t believe—I bring you here to see the Bapstein-King comet, one of nature’s most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!	anger	negative
Joey	Y’know, there’s	neutral	neutral
Ross	Show me where?	neutral	neutral
Joey	Right-right up here.	neutral	neutral
Ross	Joey where’s the pipe that was holding the door open?	neutral	neutral
Joey	I don’t know!   Yeah, I do.	joy	positive
Ross	Joey!	anger	negative
Joey	What?! All right—Hey! Don’t look at me! You’re the one who wanted to come up and look for some stupid	anger	negative
Ross	It’s called the Bapstein-King comet, okay?  Hey! Hey! Bapstein was a very well respected astronomer!	anger	negative
Joey	Oh no! No! No!	surprise	negative

Phoebe	Wow! This place is incredible!  Sting’s pen…that he gave to Phoebe.  Come on! Secret passageway!	joy	positive
Trudie Styler	Hi!	neutral	neutral
Phoebe	Hi!	neutral	neutral
Trudie Styler	I’m Trudie.	neutral	neutral
Phoebe	Uh-huh.	neutral	neutral
Trudie Styler	You must be Ben’s mum.	neutral	neutral
Phoebe	Why else would I be here?	neutral	neutral
Trudie Styler	Do sit down.	neutral	neutral

Trudie Styler	Do sit down.	neutral	neutral
Rachel	Yeah.	neutral	neutral

Monica	Hi.. how was the game?	neutral	neutral
Ross	Well..	neutral	neutral
Ross	He was unbelievable.	joy	positive
Ross	He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...	joy	positive
Monica	Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..	neutral	neutral
Ross	What?	surprise	negative
Monica	..I dunno, a little too Alan?	neutral	neutral

Ross	Well..	neutral	neutral
All	WE WON!! Thank you! Yes!	joy	positive
Ross	He was unbelievable.	joy	positive
Ross	He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...	joy	positive

All	WE WON!! Thank you! Yes!	joy	positive
Monica	Fantastic! I have one question: How is that possible?	surprise	positive

Monica	Fantastic! I have one question: How is that possible?	surprise	positive
Joey	Alan.	neutral	neutral

Joey	Alan.	neutral	neutral
Ross	He was unbelievable.	joy	positive
Ross	He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...	joy	positive

Ross	He was unbelievable.	joy	positive
Ross	He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...	joy	positive
Rachel	I mean, it-it was like, it was like he made us into a team.	joy	positive
Rachel	Well, no. That's impossible. You can never be too Alan.	joy	positive
Ross	Yeah, it's his, uh, innate Alan-ness that-that-that we adore.	joy	positive

Rachel	I mean, it-it was like, it was like he made us into a team.	joy	positive
Chandler	Yep, we sure showed those Hassidic jewellers a thing or two about softball..	joy	positive

Chandler	Yep, we sure showed those Hassidic jewellers a thing or two about softball..	joy	positive
Monica	Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..	neutral	neutral

Monica	..I dunno, a little too Alan?	neutral	neutral
Rachel	Well, no. That's impossible. You can never be too Alan.	joy	positive

Ross	He was unbelievable.	joy	positive
Ross	He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...	joy	positive
Ross	Yeah, it's his, uh, innate Alan-ness that-that-that we adore.	joy	positive
Chandler	I personally could have a gallon of Alan.	joy	positive

Joey	Well I had a great time! Learned how to bake, ate great food, that’s the first A I’ve gotten since seventh grade,	joy	positive
Monica	Oh, look! Acting for Beginners! Want to feel good about yourself?	fear	negative
Joey	What the hell!	surprise	negative
Monica	Okay.	neutral	neutral

Monica	Okay.	neutral	neutral
The Acting Teacher	All right, let’s start with some basics. Can anybody tell me what the difference between upstage and downstage is?	neutral	neutral

The Acting Teacher	All right, let’s start with some basics. Can anybody tell me what the difference between upstage and downstage is?	neutral	neutral
Joey	Yeah, this was a stupid idea.	disgust	negative

Joey	You're driving me crazy with that!	anger	negative
Chandler	Okay, I'll stop.	neutral	neutral
Joey	Don’t stop! Move the bowl further away! Ross could make that shot!	anger	negative
Joey	Well, you suck! But at least you suck at a man's game now.	anger	negative
Chandler	You wanna play?	neutral	neutral
Joey	Chandler, I can't be playing games, Ross is gonna be home soon.	neutral	neutral
Joey	And I have to write five whole pages if I'm gonna stick to his schedule.	neutral	neutral
Chandler	Well, so, play for the next 30 minutes and then write until he gets home.	neutral	neutral
Joey	All right! But uh, listen, what do you say we crank it up a notch?	joy	positive
Chandler	I'm intrigued.	neutral	neutral
Joey	All right, all we need is a little lighter fluid.	neutral	neutral
Chandler	Okay, but be careful okay, because I wanna get our security deposit back.	joy	positive
Joey	Yeah, I think we said good-bye to that when we invented hammer darts.	joy	positive
Chandler	Do you even remember which part of the wall is not spackle?	neutral	neutral
Joey	Uh yeah, right here.	neutral	neutral

Monica	Hey, Rach. How was it with your friends?  Okay! How would you like some Tiki Death Punch?	joy	positive
Rachel	What's that?	neutral	neutral
Monica	Weeeell, it's rum, and-	neutral	neutral

Monica	I'm sure they'll be here soon.	neutral	neutral
Rachel	Yeah, honey, they wouldn't miss this.	neutral	neutral

Rachel	Yeah, honey, they wouldn't miss this.	neutral	neutral
Joey	Relax. You're only at nine centimeters. And the baby's at zero station.	neutral	neutral

Joey	Relax. You're only at nine centimeters. And the baby's at zero station.	neutral	neutral
Chandler	You are really frightening me.	fear	negative
Chandler	Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody seen a nipple?	fear	negative

Chandler	You are really frightening me.	fear	negative
Chandler	Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody seen a nipple?	fear	negative
Dr. Franzblau	All right, ten centimeters, here we go.	neutral	neutral

Dr. Franzblau	All right, ten centimeters, here we go.	neutral	neutral
Nurse	All right, honey, time to start pushing.	neutral	neutral

Nurse	All right, honey, time to start pushing.	neutral	neutral
Carol	But they're not here yet!	fear	negative

Carol	But they're not here yet!	fear	negative
Dr. Franzblau	I'm sorry, I can't tell the baby to wait for them.	neutral	neutral
Carol	Oh, god.	fear	negative

Ross	Here we go. Mona umm, I think it’s time we-we had a conversation about-about where things are with us.	joy	positive
Mona	Yeah, I-I think I suggested that.	neutral	neutral
Ross	Aw, we-we are so… So umm, well I-I-I like you and I-I love umm, y’know hanging out with you.	joy	positive
Ross	And I mean-I’m having a lot of fun.	joy	positive
Mona	Okay.	neutral	neutral
Ross	I mean, there’s no point in spending time with someone if-if it’s just fun.	neutral	neutral
Ross	It’s gotta be, it’s gotta be going somewhere right?	joy	positive
Ross	So where-where is it going?	neutral	neutral
Ross	Ah!	surprise	positive
Ross	That’s-that’s the real question.	neutral	neutral
Ross	And-and the answer is…is it’s going somewhere…fun.	joy	positive
Ross	Now I-I know what you’re thinking, fun was fine for you like ten years ago y’know, but you’re-you’re not getting any younger.	neutral	neutral
Ross	No I mean—No not you, not you, you—you	fear	negative
Mona	I’m sorry, so umm, so where are we?	sadness	negative

Phoebe	Drum roll.	neutral	neutral
Chandler	Okay. Okay. All right. Help! Am I a Mark, or a John?	neutral	neutral
Chandler	All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse.	neutral	neutral
Phoebe	You’re actually going through with this?	surprise	negative
Chandler	Hey, look, this name has been holding me back my entire life.	anger	negative
Chandler	Okay, it’s probably why kids picked on me in school, and why I never do well with women… So, as of 4 o’clock tomorrow, I’m either gonna be Mark Johnson or John Markson.	neutral	neutral
Phoebe	You got problems because of you!	anger	negative
